ID,Name,Release Date,Genres,Platforms,LaunchBefore2010
706990,BLOCKPOST,2019-04-25,Action;Free to Play;Indie,windows,NAO
707000,Aw Nutz,2017-09-28,Casual;Indie,windows,NAO
707010,Will To Live Online,2018-04-05,Action;Indie;Massively Multiplayer;RPG;Early Access,windows,NAO
707060,Beast Quest,2018-03-13,Action;Adventure;RPG,windows,NAO
707110,Anahita,2017-12-26,Adventure,windows,NAO
707140,Chess,2017-09-19,Casual;Indie;Simulation;Sports;Strategy,windows;mac;linux,NAO
707220,The Base,2018-05-25,Indie;Strategy,windows,NAO
707230,Prison Chainball Massacre,2017-11-09,Action;Casual;Indie,windows,NAO
707300,Hatsune Miku VR / 初音ミク VR,2018-03-08,Action,windows,NAO
707320,Keatz: The Lonely Bird,2018-01-17,Action;Indie,windows,NAO
707350,Damascus Gear Operation Osaka HD Edition,2018-03-06,Action,windows,NAO
707370,Crankies Workshop: Whirlbot Assembly,2017-09-16,Action;Casual;Indie;Simulation;Strategy,windows,NAO
707380,Crankies Workshop: Zazzbot Assembly,2017-09-14,Casual;Simulation,windows,NAO
707400,Attack Of Insects,2017-09-15,Action;Adventure;Indie;Early Access,windows,NAO
707450,March to Glory,2018-04-13,Strategy,windows,NAO
707470,JumpFist,2017-09-19,Action;Casual;Indie,windows;mac,NAO
707560,Crucible Trails : Initial Rupture,2018-03-02,Violent;Action;Adventure;Indie,windows;mac,NAO
707580,AFFECTED: The Manor,2017-10-03,Indie,windows,NAO
707590,Defense Clicker,2017-10-31,Casual;Strategy;Early Access,windows,NAO
707610,Food Mahjong,2017-09-17,Adventure;Casual;Indie;Sports;Strategy,windows,NAO
707680,Slapshot,2019-03-08,Free to Play;Indie;Sports,windows;mac,NAO
707720,Ragna Maya,2017-09-08,Action;Adventure;Casual;Indie;RPG;Strategy,windows,NAO
707750,DrumSim,2017-09-25,Casual;Simulation,windows;mac,NAO
707770,Tactics 2: War,2017-09-22,Action;Simulation;Strategy,windows;mac,NAO
707850,Jigsaw Puzzles,2017-09-17,Adventure;Casual;Indie;Strategy,windows,NAO
707860,The Power Factory,2017-09-29,Indie;Simulation;Strategy;Early Access,windows;linux,NAO
707870,Hoo-Boy,2017-09-29,Adventure;Casual;Indie,windows,NAO
707920,Analemma,2017-10-25,Adventure;Casual;Indie,windows;mac;linux,NAO
707960,I was here,2017-10-05,Adventure;Casual;Indie,windows;mac;linux,NAO
708100,A Boy and His Beard,2018-02-09,Action;Casual;Free to Play;Indie,windows,NAO
708120,Printer Forge 3D,2017-10-16,Animation & Modeling;Design & Illustration;Utilities;Early Access,windows,NAO
708140,TriElement,2017-09-25,Action;Casual;Indie,windows;mac,NAO
708150,Lost Artifacts - Ancient Tribe Survival,2018-02-01,Casual;Strategy,windows,NAO
708160,Yokai Mask,2018-09-20,Adventure;Indie,windows,NAO
708190,Code World,2017-09-11,Indie,windows,NAO
708260,Text Wormhole,2017-11-02,Action;Casual;Indie,windows;mac,NAO
708280,Bobbi_Cities,2017-10-23,0,"Shanghai ThinkingBear Network Technology Co.,NAO
708300,Fluffy Friends,2017-09-19,Casual;Indie,windows;mac;linux,NAO
708310,Infinite Gravity,2018-03-21,Adventure;Indie;RPG;Simulation;Early Access,windows,NAO
708340,Shark Simulator,2017-11-22,Action;Casual;Indie;Simulation,windows,NAO
708370,Reboant Demo,2017-11-22,Violent;Gore;Action;Adventure,windows,NAO
708430,Kamikaze Cube,2017-09-15,Adventure;Indie,windows,NAO
708450,Pembrey,2018-02-19,Violent;Gore;Action;Adventure;Indie;RPG,windows;mac;linux,NAO
708480,Little People,2017-09-19,Action;Adventure;Indie,windows,NAO
708510,The Promethium Effect - The Idle Clicker MMO,2017-11-27,Action;Casual;Free to Play;Indie;Massively Multiplayer,windows;mac,NAO
708580,The Exorcist: Legion VR - Chapter 1: First Rites,2017-11-22,Single-player;Steam Achievements;In-App Purchases;Steam Cloud,LLC;Fun Train",NAO
708630,Little Adventurer II,2017-09-21,Adventure,windows,NAO
708640,Nudist Beach Survival Simulator,2017-09-28,Indie;RPG;Simulation,windows,NAO
708680,Octopus Bar,2017-09-22,Action;Adventure;Casual;Free to Play;Indie;Early Access,windows,NAO
708710,Defend Your Castle,2017-10-18,Action;Casual;Indie,windows,NAO
708760,Social Club VR : Casino Nights,2018-06-21,Casual;Indie;Simulation;Sports;Strategy,windows,NAO
708780,Slam Fighter II,2017-11-17,Casual;Indie,windows,NAO
708790,Fantasy World,2018-01-16,Adventure;Casual;Indie;RPG;Strategy,windows,NAO
708800,Dungeons Of Kremlin: Remastered,2017-10-20,Action;Indie,windows,NAO
708820,Baby Hands,2018-07-26,Action;Adventure;Casual;Indie;RPG;Simulation,windows,NAO
708830,The Armament Project,2017-09-28,Action;Indie,windows,NAO
708850,Reverie,2017-10-03,Casual;Indie,windows;mac,NAO
708870,Reginald Does His Thang,2017-12-06,Action;Adventure;Indie,windows,NAO
708890,BEATris,2017-11-30,Action;Casual;Indie;Early Access,windows,NAO
708920,I Can See the Future,2017-10-12,Action;Indie,windows,NAO
708930,Dice 1000 online,2017-10-17,Casual;Massively Multiplayer;Simulation;Strategy,windows,NAO
708940,Rebons,2017-09-22,Action;Adventure;Casual;Indie;Massively Multiplayer;Racing;RPG;Simulation;Sports;Strategy,windows,NAO
708950,Steam Tactics,2017-09-12,Indie;RPG;Strategy,windows;mac,NAO
708970,X Caeli: The Iron Hand of Love,2017-12-08,Action;Adventure;Casual;Indie;RPG;Early Access,windows;mac;linux,NAO
709020,VIRUS OF SURVIVORS:LIFE SIMULATOR,2017-09-16,Action;Adventure;Simulation,windows;mac,NAO
709050,GHOUL,2018-06-05,Sexual Content;Gore;Adventure;Indie,windows,NAO
709080,The Bears And The Bees,2018-01-23,Adventure;Free to Play;Indie,windows,NAO
709140,A Dream For Aaron,2018-03-09,Action;Adventure;Casual;Indie,windows,NAO
709190,God of Failure,2017-12-19,Casual;Indie;Strategy,windows,NAO
709220,Retro Dungeons,2017-09-26,Action;Adventure;Casual;Indie,windows,NAO
709240,Ingnomia,2018-08-23,Indie;Simulation;Strategy;Early Access,windows,NAO
709250,Hardcore Survival,2017-09-26,Action;Adventure;Casual;Indie;Simulation;Strategy,windows,NAO
709280,Island Build Masters,2018-02-07,Action;Indie;Simulation,windows,NAO
709290,Rage Quest,2017-11-08,Adventure;Indie;RPG;Strategy,windows;mac,NAO
709340,Spirits of Mystery: The Dark Minotaur Collector's Edition,2017-09-25,Adventure;Casual,windows,NAO
709350,Dark Realm: Princess of Ice Collector's Edition,2017-09-27,Adventure;Casual,windows,NAO
709370,BadRobots VR,2017-09-18,Violent;Action;Indie;Simulation,windows,NAO
709400,Low Desert Punk,2017-09-28,Action;Casual;Indie;Racing,windows;mac,NAO
709410,AZURA,2017-11-13,Adventure;Casual;Indie;RPG;Strategy,windows,NAO
709430,Trials of the Illuminati: Animated Sea Creatures Jigsaws,2017-09-19,Casual;Indie;Simulation,windows,NAO
709440,Override: Mech City Brawl,2018-12-03,Action;Indie,windows,NAO
709450,Towards The Pantheon: Escaping Eternity,2017-10-25,Adventure;Casual;Free to Play;Indie;RPG,windows,NAO
709470,Mirrors,2017-10-11,Adventure;Casual;Indie;Strategy,windows;mac;linux,NAO
709480,麻将VR,2017-09-22,Casual,windows,NAO
709510,Towards The Pantheon,2018-05-16,Adventure;Casual;Indie;RPG;Strategy,windows,NAO
709520,WHERE'S PHANTOM THIEF,2017-10-30,Action;Casual;Indie,windows;mac,NAO
709550,Tic Tac Toe LOUNGE,2017-10-04,Casual;Indie;Strategy,windows,NAO
709560,Until the last,2017-09-11,Indie,windows,NAO
709620,Squareboy vs Bullies: Arena Edition,2017-12-07,Action;Adventure;Indie,windows,NAO
709630,Petrichor,2017-11-02,Adventure;Indie,windows,NAO
709670,Clarent Saga: Tactics,2017-09-25,Indie;RPG;Strategy,windows,NAO
709700,The Thing: Space X,2017-09-20,Action;Adventure;Indie,windows,NAO
709720,YAGZZ!,2017-09-25,Action;Casual,windows,NAO
709750,IRO HERO,2018-07-30,Action;Indie,windows;mac;linux,NAO
709770,Trials of The Illuminati: Animated Christmas Time Jigsaws,2017-09-23,Casual;Indie;Simulation,windows,NAO
709780,Crazy Scientist,2017-09-19,Adventure;Casual;Indie;Simulation,windows,NAO
709790,The Red Front,2017-10-05,Action;Indie,windows,NAO
709800,Hardcore ZBoy,2017-09-21,Violent;Gore;Action;Adventure;Casual;Indie;Racing;Sports,windows,NAO
709820,Wasted Pizza,2017-10-16,Action;Casual;Indie;Early Access,windows;linux,NAO
709840,Bloody Glimpse,2017-10-04,Violent;Gore;Action;Indie;Simulation,windows;mac;linux,NAO
709850,AMBUSH tactics,2017-09-26,Sexual Content;Nudity;Violent;Gore;RPG;Early Access,windows,NAO
709870,West of Red,2018-03-07,Violent;Gore;Action;Indie;Simulation,windows;mac;linux,NAO
709880,Panzer Doctrine,2018-09-03,Indie;Simulation;Strategy,windows,NAO
709890,Crazy Mob,2017-09-26,Action;Adventure;Casual;Indie,windows,NAO
709920,Tametsi,2017-10-18,Indie,windows,NAO
709940,Weapon and Armor: Mahjong,2017-09-19,Adventure;Casual;Indie;Strategy,windows,NAO
710030,Cinderella Escape 2 Revenge,2017-10-06,Action;Indie,windows,NAO
710070,Helltown,2017-09-27,Violent;Gore;Adventure;Indie,windows,NAO
710090,Annual,2018-07-05,Violent;Action;Free to Play;Indie,windows,NAO
710110,Trivia Vault: Mini Mixed Trivia 3,2017-09-19,Action;Casual;Indie;Simulation;Strategy,windows,NAO
710120,Trivia Vault: Mini Mixed Trivia 4,2017-09-21,Action;Casual;Indie;Simulation;Strategy,windows,NAO
710160,Mula: The Cycle of Shadow,2017-12-15,Indie,windows,NAO
710170,The Broken Seal,2018-01-29,Action;Indie;RPG,windows,NAO
710190,Puzzle Sisters Foer,2018-06-13,Casual;Indie,windows;mac,NAO
710240,Interworlds,2017-10-23,Action;Adventure;Indie;Early Access,windows,NAO
710250,Pet Squad Racing,2017-10-06,Indie;Racing;Early Access,windows,NAO
710270,Goro,2017-09-20,Action;Adventure;Casual;Indie;Simulation,windows,NAO
710280,Musician,2018-03-19,Casual;Indie;Simulation,windows,NAO
710310,Hopscotch,2017-10-05,Casual;Indie;Sports,windows;mac,NAO
710400,TERRAGEARTH,2017-10-02,Adventure;Indie,windows,NAO
710470,Little Witch Academia: Chamber of Time,2018-05-15,Single-player;Multi-player;Online Multi-Player;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Cloud,BANDAI NAMCO Entertainment,NAO
710480,Extreme Real Reality HD Remix,2017-10-02,Action;Adventure;Casual;Indie,windows,NAO
710520,Super Trashforce,2017-11-22,Action;Adventure;Indie,windows,NAO
710540,Driver Pro: 2017,2018-12-03,Action;Indie;Racing;Simulation,windows,NAO
710550,Cubion,2017-11-05,Indie,windows,NAO
710610,Don't Sink,2018-04-13,Adventure;Casual;Indie;RPG,windows;mac;linux,NAO
710630,GOLDRUSHERS,2017-09-08,Action;Indie,windows;mac,NAO
710640,PRO DRIFT RELOADED,2017-10-11,Casual;Racing;Simulation,windows,NAO
710690,The Path of Motus,2018-07-17,Action;Adventure;Indie,windows,NAO
710700,Paperback: The Game,2017-11-29,Casual,windows,NAO
710740,Sniper Rust VR,2018-06-19,Action,windows,NAO
710760,High Noon VR,2017-11-14,Action;Adventure;Simulation,windows,NAO
710780,Sky Jump,2017-09-23,Action;Casual;Indie,windows,NAO
710820,BELPAESE: Homecoming,2017-10-16,Adventure;Indie,windows;mac,NAO
710880,Dark Rising,2017-10-20,Indie;Strategy,windows,NAO
710940,Owl's Midnight Journey,2017-10-05,Casual;Indie;Simulation,windows;mac,NAO
710950,Pinewood Island,2017-10-10,Casual;Indie;Simulation,windows;mac,NAO
710960,Enceladus,2017-11-01,Action;Indie,windows,NAO
710970,Learn (Japanese) Kana The Fun Way!,2017-09-29,Casual;Indie,windows;mac;linux,NAO
710990,KENDAMVR - Virtual Reality Kendama,2017-09-25,Casual;Indie;Simulation;Sports,windows,NAO
711000,Ancient Tower,2018-11-28,Action;Indie;Strategy,windows;mac,NAO
711010,Corrupt - Political Simulator,2017-09-15,Adventure;Casual;Indie;Simulation;Sports;Strategy,windows,NAO
711050,Walking Heavy,2017-10-20,Violent;Action;Indie;RPG;Strategy,windows,NAO
711070,Kim Jong-Boom,2017-10-01,Casual;Indie,windows;mac;linux,NAO
711080,Fruit Sudoku🍉 2,2017-09-25,Casual;Indie,windows;mac;linux,NAO
711090,Fruit Sudoku🍉 3,2017-09-25,Casual;Indie,windows;mac;linux,NAO
711100,Fruit Sudoku🍉 4,2017-09-25,Casual;Indie,windows;mac;linux,NAO
711110,SQR🔲 3,2017-10-25,Casual;Indie,windows;mac;linux,NAO
711120,Life At Space,2017-10-17,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,windows,NAO
711130,God of Light: Remastered,2017-11-08,Casual;Indie,windows,NAO
711140,Forsaken Generation,2017-10-02,RPG,windows,NAO
711150,Brick Breaker Ultimate,2017-10-02,Indie,windows,NAO
711210,StepX,2017-09-26,Casual;Indie;Simulation,windows,NAO
711230,Titus the Fox,2017-09-29,Action;Adventure;RPG,windows;mac,NAO
711240,Grand Academy for Future Villains,2017-09-14,Adventure;Indie;RPG,windows;mac;linux,NAO
711260,BHB: BioHazard Bot,2017-11-15,Action;Indie,windows,NAO
711300,Bit Storm VR: First Loop,2017-10-18,Action;Indie;Early Access,windows,NAO
711310,SPIIIDERS,2017-09-21,Action;Adventure;Casual;Indie,windows,NAO
711320,Battle of Frigates,2017-09-21,Action;Adventure;Casual;Indie;Simulation,windows,NAO
711330,Trial of the Demon Hunter,2017-12-19,Adventure;Indie;RPG,windows;mac,NAO
711350,Captive of Fortune,2017-12-19,Adventure;Indie;RPG,windows;mac,NAO
711390,Anti Gravity Warriors VR,2017-10-23,Action;Adventure;Free to Play;Indie,windows,NAO
711430,Miss Fisher and the Deathly Maze,2018-02-12,Adventure;Casual;Indie,windows;mac,NAO
711440,Mortars VR,2018-01-03,Action;Casual;Indie;Strategy;Early Access,windows,NAO
711450,Orb The Ball,2017-09-18,Action;Adventure;Casual;Indie,windows;mac,NAO
711460,Duel Survival,2017-10-06,Action;Adventure;Indie;RPG;Strategy,windows,NAO
711480,Room 42,2017-10-06,Action;Adventure,windows,NAO
711530,Butterfly Moment,2017-09-22,Casual,windows,NAO
711550,Glo,2017-10-23,Action;Adventure;Casual;Indie,windows,NAO
711560,Stone Flower,2017-09-22,Action;Indie,windows,NAO
711570,Epic Battle Simulator 2,2017-11-02,Violent;Action;Adventure;Indie;Simulation;Strategy,windows,NAO
711640,Violent Vectors,2017-10-27,Violent;Gore;Action;Indie,windows,NAO
711660,CHUCHEL,2018-03-07,Adventure;Casual;Indie,windows;mac,NAO
711690,Cognizer,2018-05-30,Casual;Free to Play;Indie,windows;mac;linux,NAO
711700,DIE,2019-02-20,Action;Adventure;Casual;Indie;Massively Multiplayer,windows,NAO
711710,RedEyes 赤瞳之勋,2018-08-09,Action;Adventure;Indie;RPG;Strategy,windows,NAO
711720,Fade Away,2017-10-02,Adventure;Casual;Indie,windows;mac,NAO
711750,Monster Energy Supercross - The Official Videogame,2018-02-13,Racing;Simulation;Sports,windows,NAO
711770,Hotel Dracula,2018-02-09,Casual;Simulation;Strategy,windows,NAO
711810,Never Split the Party,2018-09-14,Action;Adventure;Free to Play;Indie;RPG;Simulation;Early Access,windows;mac;linux,NAO
711890,Dark Parables: Goldilocks and the Fallen Star Collector's Edition,2017-09-19,Adventure;Casual,windows,NAO
711920,Detective Case and Clown Bot in: The Express Killer,2018-07-19,Adventure;Casual;Indie,windows;mac;linux,NAO
711930,Square Head Zombies - FPS Game,2018-03-22,Action;Adventure;Casual;Indie,windows,NAO
711970,GALACTIC FIELD：Strategy Edition 银河领域：策略版,2017-09-29,Casual;Indie;Strategy,windows;mac;linux,NAO
711990,Elise the Devil,2017-11-01,Adventure;Indie;RPG,windows,NAO
712000,Elder Chaos,2017-10-31,Indie;Strategy,windows;mac,NAO
712010,Chevo Lurker: Exodus,2017-10-12,Action;Adventure;RPG,windows,NAO
712050,Otaku's Fantasy,2017-10-11,Adventure;Casual;Indie,windows,NAO
712070,Lantern of Worlds,2017-10-05,Adventure;RPG,windows;mac,NAO
712090,Don't Feed,2017-10-10,Violent;Gore;Action;Casual;Indie;Strategy;Early Access,windows;mac,NAO
712100,Total War Saga: THRONES OF BRITANNIA,2018-05-02,Action;Strategy,windows;mac;linux,NAO
712150,TankVR,2017-10-09,Action;Casual;Indie;Simulation;Strategy;Early Access,windows,NAO
712180,Mugsters,2018-07-17,Action;Indie,windows;mac,NAO
712210,RUNRUNRUN,2017-10-05,Action;Casual;Indie,windows,NAO
712230,WARZONE,2017-10-17,Indie;Massively Multiplayer;Strategy,windows,NAO
712240,Sneaky Bears,2017-10-17,Action;Adventure;Casual;Indie,windows,NAO
712380,Temple Escape,2017-09-26,Casual;Indie,windows;mac;linux,NAO
712390,Team Four Star RPG,2017-11-08,Sexual Content;Free to Play;Indie;RPG,windows,NAO
712410,Cirque du Soleil,2017-09-01,Casual,windows,NAO
712430,Vibrant,2017-10-24,Action;Indie,windows;mac,NAO
712530,Chamber of Darkness,2018-10-10,Adventure;Indie,windows,NAO
712610,Onironauta,2017-10-09,Adventure;Indie,windows,NAO
712620,Shattered,2017-10-13,Adventure;Indie,windows;mac,NAO
712650,Azure Sky Project,2017-12-08,Action;Indie;Simulation;Strategy,windows,NAO
712660,YBit,2018-01-15,Adventure;Indie,windows;mac;linux,NAO
712700,Black Friday: The Game,2017-10-16,Action;Casual;Indie,windows,NAO
712730,SIMULACRA,2017-10-26,Adventure;Indie;Simulation,windows;mac,NAO
712760,Duped,2017-09-29,Action;Indie,windows;mac,NAO
712770,Just A Dream,2017-10-31,Action;Free to Play;Indie,windows,NAO
712790,Crimson Memories,2017-10-02,Adventure;Casual;Indie,windows,NAO
712810,Fallen Times,2017-10-09,Action;Adventure;Indie,windows,NAO
712840,King Exit,2017-10-19,Adventure;Indie;RPG,windows,NAO
712870,Vectorium,2018-05-02,Action;Casual;Indie,windows,NAO
712890,Harmonium,2018-03-28,Indie,windows,NAO
712970,Clad in Iron: Philippines 1898,2017-11-14,Simulation;Strategy,windows,NAO
712980,Rainyday,2017-10-06,Adventure;Indie,windows,NAO
713010,WARIUM,2018-03-01,Casual;Indie;Strategy;Early Access,windows,NAO
713030,Mini Hockey Champ!,2017-11-02,Action;Casual;Indie;Sports,windows,NAO
713050,Vampires!,2017-10-06,Casual;Indie,windows;mac;linux,NAO
713060,The Beanstalk,2018-01-25,Adventure;Casual;Free to Play,windows,NAO
713070,Pray for Death,2017-10-20,Action,windows;mac,NAO
713080,President Evil,2017-09-29,Adventure;Indie,windows,NAO
713090,Zombie Bloxx,2017-11-22,Action;Indie,windows;mac,NAO
713100,StockUp,2017-09-18,Casual;Indie;Simulation;Strategy,windows,NAO
713160,After Death,2017-10-04,Action;Adventure;Indie,windows,NAO
713170,unBorn,2018-07-14,Casual;Indie;Simulation,windows,NAO
713180,Eredia: The Diary of Heroes,2018-04-13,Adventure;Casual;Indie;RPG,windows,NAO
713220,Mass O' Kyzt,2018-02-02,Action;Adventure;Casual;Indie,windows;linux,NAO
713230,VR Drivers,2017-10-05,Racing;Simulation;Sports;Early Access,windows,NAO
713260,Beyond the Sunset 斜阳下的彼岸,2017-10-05,Indie;RPG,windows,NAO
713310,Gambol,2018-03-27,Action;Indie,windows,NAO
713320,Google Spotlight Stories: Sonaria,2017-11-17,Adventure,windows,NAO
713340,Space Ship Commander,2017-10-04,Action;Adventure;Indie;Strategy,windows,NAO
713380,Mr. Barrel,2017-10-06,Action;Adventure;Casual;Indie;Early Access,windows,NAO
713390,No God For Us,2017-12-22,Adventure;Casual;Indie,windows,NAO
713420,Crisis on the Planet of the Apes,2018-04-02,Action;Adventure,windows,NAO
713430,Secrets of Magic 2: Witches and Wizards,2017-10-27,Casual;Indie,windows;mac;linux,NAO
713440,CYCOM: Cybernet Combat,2017-10-30,Action;Indie;Strategy;Early Access,windows,NAO
713450,Dungeon Rustlers,2018-03-21,0,"Zimventures,NAO
713460,Train Frontier Classic,2017-12-14,Casual;Indie;Simulation;Early Access,windows,NAO
713500,Moto VR,2018-02-23,Racing;Simulation;Sports;Early Access,windows,NAO
713530,Armored Kitten,2017-09-30,Action;Indie;RPG,windows,NAO
713540,Neptunian Donut,2017-10-12,Indie,windows,NAO
713570,Go Kart Survival,2017-12-19,Casual;Indie;Racing,windows,NAO
713580,Nash Racing 2: Muscle cars,2017-10-16,Casual;Indie;Racing,windows,NAO
713590,Hidden Object - Food,2017-09-25,Adventure;Casual;Indie,windows,NAO
713600,Airstrike One,2017-09-25,Action;Adventure;Casual;Indie;Simulation,windows,NAO
713610,Qbike: Crypto Motorcycles,2017-10-05,Adventure;Casual;Indie;Racing;Simulation;Sports;Early Access,windows;mac;linux,NAO
713650,Sevgilim Olur musun ?,2017-09-25,Sexual Content;Adventure;Free to Play;Indie,windows,NAO
713680,Ablepsia,2017-09-27,Casual;Indie,windows,NAO
713780,Trials of the Illuminati: Amazing Wildlife Jigsaws,2017-09-30,Casual;Indie;Simulation,windows,NAO
713800,Infinite Gateway,2017-10-05,Action;Casual;Indie;Simulation;Early Access,windows,NAO
713830,Pivot Puzzles,2018-02-22,Casual;Indie,windows,NAO
713840,Goblin Storm,2017-12-19,Indie;Strategy,windows,NAO
713860,My Name is Addiction,2017-09-29,Sexual Content;Nudity;Violent;Adventure;Casual,windows,NAO
713920,Bryan Audley's Numbers,2017-11-17,Indie,windows,NAO
713940,Blaster Cop,2017-10-30,Action;Indie,windows,NAO
713950,INWAY,2017-10-11,Action;Casual;Indie,windows,NAO
713980,Mark After Dark,2017-12-14,Sexual Content;Nudity;Indie;RPG;Simulation,windows,NAO
714010,Aim Lab,2018-02-07,Action;Adventure;Casual;Free to Play;Indie;Simulation;Early Access,windows,NAO
714020,Idle Adventure,2018-04-13,Adventure;Free to Play;Indie;RPG;Early Access,windows,NAO
714060,Alien Mayhem,2017-12-20,Action;Adventure;Indie;Early Access,windows,NAO
714080,BLACK CLOVER: QUARTET KNIGHTS,2018-09-13,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,BANDAI NAMCO Entertainment,NAO
714130,WhiTaers,2019-01-23,Adventure;Indie,windows,NAO
714240,SWARMRIDER OMEGA,2017-09-19,Action;Indie,windows;linux,NAO
714250,Eternity: The Last Unicorn,2019-03-05,Action;Adventure;Indie;RPG,windows,NAO
714280,Time Up,2017-10-10,Action;Adventure;Casual;Indie,windows;mac,NAO
714290,Endless Treasure Hunt,2017-10-16,Action;Casual;Indie,windows,NAO
714300,Dead By Murder,2017-10-03,Adventure;Indie;Strategy,windows,NAO
714360,A Shawn Story,2017-10-04,Adventure;Casual;Indie,windows,NAO
714370,LEFT ALIVE™,2019-03-05,Action,windows,NAO
714530,GRIM - Mystery of Wasules,2017-10-24,Adventure;Indie,windows,NAO
714570,Hidden Object - Tools,2017-09-28,Adventure;Casual;Indie;Strategy,windows,NAO
714580,Google Spotlight Stories: Son of Jaguar,2017-10-30,Adventure;Free to Play,windows,NAO
714610,Google Spotlight Stories: Rain or Shine,2018-03-20,Adventure;Free to Play,windows,NAO
714620,Snakeez,2017-10-02,Casual;Indie,windows,NAO
714640,Abstractanoid,2018-03-26,Action;Casual;Indie;Simulation,windows,NAO
714670,Iron Knight,2017-09-27,Action;Adventure;Casual;Indie;Simulation,windows,NAO
714730,Luvocious,2018-01-21,Adventure;Casual;Indie;RPG,windows,NAO
714780,Google Spotlight Stories: Special Delivery,2017-12-14,Adventure;Free to Play,windows,NAO
714800,Maitetsu,2018-06-29,Casual,windows,NAO
714840,Mecho Tales,2017-09-29,Action;Casual;Indie,windows;mac,NAO
714880,大乱斗 Chaos Battle,2017-10-13,Action;Adventure;Casual;Indie;Massively Multiplayer;Strategy,windows,NAO
714910,n-body VR,2017-10-11,Indie;Simulation,windows,NAO
714970,Metonymy,2017-10-25,Violent;Adventure;Free to Play;Indie,windows,NAO
714980,Meanwhile: An Interactive Comic Book,2018-01-17,Indie,windows;mac;linux,NAO
715010,Diamo XL,2017-10-13,Action;Casual;Indie,windows;mac;linux,NAO
715050,The Islander,2018-02-13,Casual;Indie;Simulation,windows,NAO
715060,Lost in the Forest,2017-09-30,Action;Casual;Indie,windows;mac;linux,NAO
715090,Rescue Team 4,2017-09-27,Adventure;Casual,windows,NAO
715100,Endless Wave,2017-11-08,Action;Indie,windows,NAO
715210,The Pillage,2018-05-31,Action;Casual;Indie,windows,NAO
715270,Fire and Fury: English Civil War,2018-12-19,Strategy,windows;mac,NAO
715280,Ancient Battle: Hannibal,2018-12-07,Strategy,windows;mac,NAO
715290,SEGFAULT,2017-11-18,Action;Adventure;Indie,windows,NAO
715310,Urban Rivals,2017-10-18,Action;Free to Play;Massively Multiplayer;Strategy,windows;mac;linux,NAO
715350,DeadlandVR : Action Shooter FPS,2019-04-02,Action;Adventure;Casual;Indie;Simulation;Strategy,windows;linux,NAO
715370,Fidget Spinner Editor,2017-10-09,Action;Adventure;Casual;Indie;Simulation;Sports;Strategy,windows,NAO
715410,Signs Of Darkness,2017-12-14,Violent;Gore;Action;Adventure;Indie;RPG;Early Access,windows,NAO
715430,Going Astray,2017-10-10,Action;Indie,windows;mac,NAO
715440,Choice of the Cat,2017-09-28,Adventure;Indie;RPG,windows;mac;linux,NAO
715460,Disparity,2017-10-05,Indie;Strategy,windows,NAO
715470,Rocks and Rockets,2017-10-04,Adventure;Indie,windows,NAO
715490,Above: The Fallen,2017-09-18,Adventure;Indie,windows,NAO
715510,Run Zeus Run,2017-10-11,Adventure;Casual;Free to Play;Indie,windows;mac;linux,NAO
715520,Wall Street Junior,2018-09-12,Casual;Indie;Simulation;Strategy,windows,NAO
715560,Eastshade,2019-02-13,Adventure;Indie,windows,NAO
715580,Hoshizora no Memoria -Wish upon a Shooting Star-,2017-12-18,Sexual Content;Nudity;Adventure;Casual,windows,NAO
715650,The Endless Journey,2018-01-18,Adventure;Casual;Indie;RPG,windows,NAO
715660,Follower:Sacrifice,2018-04-26,Violent;Gore;Action;Adventure;Indie;RPG;Early Access,windows,NAO
715670,DashPanel,2018-01-05,Utilities,windows,NAO
715690,Putrefaction 2: Rumble in the hometown,2017-10-11,Violent;Gore;Action;Indie,windows,NAO
715720,Cuco,2017-09-29,Action;Adventure;Casual;Indie,windows,NAO
715760,DOJAGI: The Korean Pottery,2018-12-09,0,"UTPlus Interactive,NAO
715800,Check Your 6!,2018-03-15,Strategy,windows,NAO
715840,PooSky,2017-10-11,Casual;Indie,windows,NAO
715980,Eared Hero,2017-09-29,Adventure;Casual;Indie;Simulation,windows,NAO
715990,Maybot Run,2017-10-19,Action;Indie,windows;mac;linux,NAO
716000,Space Dragon,2017-12-05,Action;Indie,windows,NAO
716010,Inline,2018-06-01,Casual;Indie;Strategy,windows;mac;linux,NAO
716040,Hide and go boom,2018-02-17,Action;Casual;Indie;Early Access,windows;mac;linux,NAO
716050,Strike Team Hydra,2017-12-08,Violent;Gore;Action;Adventure;Indie;RPG;Strategy,windows,NAO
716070,Mindsight,2017-10-26,Casual;Indie,windows;mac;linux,NAO
716090,Cottage Garden,2017-11-01,Casual;Strategy,windows;mac;linux,NAO
716100,Bohnanza The Duel,2017-12-27,Casual;Strategy,windows;mac;linux,NAO
716150,Nakawak: Expanded Color Edition,2017-10-11,Action;Adventure;Indie,windows,NAO
716190,Animalia - The Quiz Game,2017-10-03,Casual,windows,NAO
716230,Galactic Lords,2017-11-13,Action;Casual;Indie;Strategy,windows,NAO
716240,Pathstow Mystery VR,2017-10-20,Adventure;Indie,windows,NAO
