ID,Name,Release Date,Genres,Platforms
808810,Robo Boop,2018-03-14,Indie,windows
808870,Multiple Views Objects 多视体,2019-04-20,Casual;Indie;RPG;Simulation,windows
808910,STAR WARS™ Episode I Racer,2018-11-16,Action;Racing,windows
808950,Cross-Stitch Puzzle,2018-03-25,Casual,windows;mac
808990,RoboWorlD tactics,2018-05-24,Action;Indie;Simulation;Strategy,windows;linux
809000,Art of Murder - FBI Confidential,2018-07-13,Adventure,windows
809020,ZeroRanger,2018-09-28,Action;Indie,windows
809040,Hummingz - Retro Arcade action revised,2018-04-20,Action;Casual;Indie,windows
809050,Detective Holmes: Trap for the Hunter. Hidden objects. 探し物,2018-03-23,Adventure;Casual;Indie,windows;mac
809080,Nanoui,2018-03-21,Violent;Action;Adventure;Casual;Indie;RPG,windows
809140,Cliff Empire,2018-04-26,Indie;Simulation;Strategy;Early Access,windows
809150,Tesseract VR,2018-05-02,Casual;Free to Play;Strategy,windows
809180,District 112 Incident: Bowling Alley,2018-05-09,Action;Adventure;Indie;Simulation;Early Access,windows;mac;linux
809200,TRIGGERED,2018-04-27,Violent;Gore;Action;Indie;Early Access,windows
809210,LifeZ - Survival,2018-03-29,Action;Indie;RPG;Simulation;Early Access,windows;linux
809240,Vandals,2018-04-12,Adventure;Casual;Indie;Strategy,windows;mac
809250,BEKKOUAME,2018-04-11,Adventure;Free to Play;Indie,windows
809280,Grimmwood - They Come at Night,2018-08-02,Simulation;Strategy,windows
809310,Sipho,2018-11-13,Action;Indie;Strategy;Early Access,windows;mac;linux
809320,Silent Tweets,2018-03-05,Casual;Indie,windows;mac;linux
809330,Destiny of Light,2018-03-09,Adventure;Indie;RPG,windows
809340,Extreme School Driving Simulator,2019-02-06,Casual;Indie;Racing;Simulation;Sports,windows
809360,COSMIC SNAKE 8473/3671(HAMLETs),2018-05-23,0,"Mindware Co.
809410,The Take,2018-04-01,Casual;Indie;Strategy,windows
809440,Protolife,2018-06-15,Indie;Strategy,windows;mac
809450,❂ Hexaluga ❂ Witch Hunter's Travelling Castle ♉,2018-03-12,Action;Adventure;Indie;RPG;Strategy;Early Access,windows
809460,Earth Muncher,2018-04-20,Indie;Strategy,windows
809470,Survivor Island,2018-03-08,Indie;Simulation;Early Access,windows;linux
809490,Infernales: Circles of Hell,2018-03-16,Violent;Gore;Action;Adventure;Indie,windows
809500,Brazilian Root®,2018-10-30,Action;Indie,windows
809530,Hypergate,2018-12-20,Action;Casual;Indie,windows;linux
809540,Mechs V Kaijus,2018-05-04,Action;Casual;Indie;Strategy;Early Access,windows
809570,Ignis Avis Venatio,2018-03-12,Sexual Content;Violent;Adventure;Casual,windows;mac;linux
809580,RAMS,2018-09-20,Action;Indie;Massively Multiplayer;Early Access,windows
809610,Yacht Simulator VR,2018-03-19,Adventure;Casual;Indie;Simulation;Sports,windows
809680,Panzer Hearts - War Visual Novel,2018-04-25,Adventure;Casual;Indie,windows;mac;linux
809700,CubeRun,2018-03-16,Casual;Indie;Racing,windows
809760,JungleShoot,2018-05-17,Violent;Action;Casual;Indie,windows
809770,DeerHunterX,2018-04-21,Casual;Indie;Simulation,windows
809780,TheGunRunner,2018-03-16,Casual;Indie;Simulation,windows
809790,Nightmare Simulator,2018-03-12,Sexual Content;Violent;Gore;Indie,windows
809800,TheWraithTrails,2018-04-03,Adventure;Casual;Indie,windows
809830,China VS Roman,2018-03-20,Casual;Indie;Strategy,windows
809840,Anime show 动漫时装秀,2018-06-22,Sexual Content;Nudity;Adventure;Casual;Indie;Simulation,windows
809850,Sudoku Zenkai,2018-04-02,Casual;Indie;Strategy,windows;mac;linux
809870,Ninjin: Clash of Carrots,2018-09-04,Action;Adventure;Indie;RPG,windows
809880,Degrees of Separation,2019-02-13,Adventure;Casual;Indie,windows
809890,Shining Resonance Refrain,2018-07-09,Adventure;RPG,windows
809900,Calvin Tucker's Farm Animal Racing,2018-03-09,Casual;Indie;Racing,windows
809950,Asemblance: Oversight,2018-05-15,Adventure;Indie,windows
809960,Radical Heights,2018-04-10,Action;Adventure;Free to Play;Indie;Massively Multiplayer;Early Access,windows
810000,Manaya,2018-05-25,Action;Adventure;Indie,windows;mac;linux
810020,Belle II in Virtual Reality,2018-03-05,Full controller support,Arts and Technology;Virginia Tech Department of Physics;Virginia Tech School of Education"
810050,Starbucket,2018-03-20,Action;Casual;Indie;Early Access,windows;mac
810190,Zombie Town : Online,2018-06-04,Action;Casual;Indie;Massively Multiplayer,windows
810200,blue.,2018-03-21,Casual;Free to Play;Indie,windows
810220,FAUCET VR,2018-03-07,Casual;Indie,windows
810230,Traum,2018-03-19,Violent;Gore;Adventure;Free to Play;Indie,windows
810330,Fast Food Rampage,2018-04-26,Indie,windows;mac
810340,World of Islands - Treasure Hunt,2018-06-12,Action;Adventure;Casual;Indie;RPG;Strategy;Early Access,windows;mac;linux
810360,Masters of Puzzle,2018-05-17,Casual;Indie;Simulation;Early Access,windows
810420,Find the Gnome,2018-06-28,Casual,windows;mac;linux
810450,The Idiot's Tale,2018-03-10,Adventure;Indie,windows
810460,Riverhill Trials,2018-04-12,Action;Adventure;Indie,windows
810470,Black Dream,2018-07-06,Adventure;Indie,windows
810500,PowerBeatsVR,2019-04-18,Action;Indie;Sports;Early Access,windows
810510,Welcome Back Daddy,2018-05-10,Action;Adventure;Casual;Indie;Simulation;Strategy,windows
810540,Monsters Attack,2018-03-18,Action,windows
810550,Road of Destiny,2018-03-17,Casual;Indie;Strategy,windows
810570,FACE,2018-03-06,Adventure;Indie,windows;mac;linux
810580,Novas Las Aventurietas del Robercleiton: o Renascimento do TURBO,2018-03-08,RPG;Early Access,windows
810610,Mission Of Hero,2018-03-09,Violent;Action;Casual;Indie,windows
810630,Paint It Black,2018-03-20,Action;Casual;Indie,windows;mac;linux
810640,Radiis,2018-07-19,Indie;Strategy,windows;mac;linux
810650,The Next Day After Friday,2018-03-29,Nudity;Casual;Indie;Sports,windows
810660,The Office Quest,2018-05-24,Adventure;Indie,windows
810670,NALOGI,2018-03-17,Adventure;Casual;Indie;RPG;Strategy,windows
810680,Zombie Murder,2018-03-12,Gore;Action;Casual;Indie,windows
810690,Colour Box,2018-03-09,Indie,windows
810700,The Final Days: Blood Dawn,2018-03-07,Sexual Content;Violent;Casual;Indie,windows
810720,Zombie Murder Hell Arrives,2018-03-16,Gore;Action;Casual;Indie,windows
810730,Tanks!!!,2018-12-20,Casual;Indie;Simulation;Strategy,windows
810740,Turtle Lu,2018-03-22,Action;Adventure;Casual;Indie,windows
810760,Starman's VR Experience,2018-03-20,Free to Play;Indie;Simulation,windows
810770,Frog Demon,2018-12-11,Action;Adventure;Casual;Indie,windows
810780,RAIN Project - a touhou fangame,2018-06-03,Action;Adventure;Indie;RPG,windows;mac
810800,Action Alien: Tropical Mayhem,2018-09-01,Action;Adventure;Casual;Indie,windows
811080,Total Esports Action Manager,2019-04-02,Simulation;Sports;Strategy,windows;mac
811110,BlackSimulator,2018-08-31,Violent;Adventure;Casual;Indie;RPG;Simulation,windows
811130,Forever Space,2018-03-07,Violent;Adventure;Indie,windows;mac
811160,Game of Stones,2018-03-28,Casual,windows
811240,Don't Stand Out,2018-05-31,Action;Indie;Massively Multiplayer;Early Access,windows
811250,Content Creator Simulator,2018-03-09,Casual;Simulation,windows
811270,Impulsion,2018-07-19,Action;Indie,windows
811290,Project Pastorate,2018-05-31,Violent;Adventure;Casual;Indie,windows;mac
811360,Archibald,2018-03-07,Adventure;Casual;Indie,windows
811440,Gripper's Adventure,2018-03-21,Adventure;Indie;Strategy,windows;mac
811450,Dongo Adventure,2018-12-06,Adventure;Casual;Indie,windows
811480,Geography Quiz,2018-03-13,Casual,windows
811520,Infinite Fall,2018-12-20,Casual;Indie;Strategy,windows
811530,Demon robot runner,2018-03-10,Casual;Indie,windows
811540,Amazon Rush,2018-03-06,Adventure;Casual;Indie;Simulation,windows;mac;linux
811620,Organosphere,2018-04-27,Violent;Gore;Adventure;Indie;Strategy;Early Access,windows
811640,Divided: Soul Theft,2018-03-14,Violent;Indie,windows
811680,The Old Kazulka,2018-03-07,Action;Casual;Indie,windows
811690,It's A Racing Game,2019-01-15,Action;Casual;Indie;Racing;Simulation;Sports;Strategy,windows
811720,Outbreak: The Nightmare Chronicles,2018-04-02,Action;Adventure;Indie;RPG;Strategy,windows;mac;linux
811800,MINT VR,2018-04-15,0,"MINTPOT CO.
811850,Samba Shooter,2018-04-18,Action;Indie,windows
811860,Cross And Crush,2018-03-22,Action;Adventure;Racing,windows;mac
811870,Verlet Swing,2018-09-18,Action;Indie,windows;mac
811900,Tidy Your Room Simulator,2018-03-12,Action;Casual;Indie,windows
811910,MRS SNAKE,2018-03-19,Action;Casual;Indie,windows
811950,Bloody Faerie,2018-09-28,Action;Indie,windows
812020,Elea - Episode 1,2018-09-06,Adventure;Indie,windows
812040,Shortest Trip to Earth,2018-10-09,Action;Adventure;Indie;Simulation;Strategy;Early Access,windows
812070,Project Nightmares Case 36: Henrietta Kedward,2018-06-01,Action;Adventure;Indie;Early Access,windows
812090,RAW FOOTAGE,2018-08-15,Adventure;Indie,windows
812100,Blake and Mortimer: The Curse of the Thirty Denarii,2018-03-06,Adventure;Casual,windows
812110,Alice in Wonderland - Hidden Objects,2018-03-06,Adventure;Casual,windows
812140,Assassin's Creed® Odyssey,2018-10-05,Action;Adventure;RPG,windows
812170,Parkland,2018-06-01,Action;Adventure;Casual;Indie;Strategy,windows
812180,Intro Maker,2018-03-26,Casual;Indie;Early Access,windows
812190,Miasma Caves,2019-01-23,Action;Adventure;Indie;Early Access,windows
812390,Torimodosu,2018-03-21,Action;Adventure;Indie;Early Access,windows
812410,Dimension of Monster Girls,2018-04-13,Casual;Indie;Simulation,windows;mac;linux
812430,Touch the devil VR(おさわり魔王VR),2018-03-26,Simulation,windows
812450,The m0rg VS keys,2018-03-29,Casual;Indie,windows
812460,Air Raid Over Britain,2018-03-22,Casual;Indie;Simulation,windows
812550,The King's Bird,2018-08-23,Action;Indie,windows
812560,CROSS†CHANNEL: Steam Edition,2018-03-27,Adventure;Casual;Simulation,windows
812580,Chop It,2018-09-17,Casual;Indie,windows
812740,The Plus Point,2018-03-15,Casual;Indie,windows
812770,Lunapark VR,2018-03-09,Casual,windows
812800,Viki Spotter: School,2018-03-13,Casual;Indie,windows;mac;linux
812850,Outline,2018-03-23,Action;Casual;Indie,windows;mac;linux
812860,Genius Calculator,2018-03-23,Action;Casual;Indie,windows;mac;linux
812900,Bump Bump Bump,2018-08-09,Casual;Indie,windows
812930,Strategic Command Classic: WWII,2018-04-17,Strategy,windows
812940,Dear Leader,2018-04-20,Action;Indie,windows
812960,Guilds Of Delenar,2019-03-22,Indie;RPG;Strategy;Early Access,windows
812980,POSTWORLD,2018-08-31,Gore;Action;Indie;RPG,windows
813020,Broken Ties,2018-04-13,Adventure;RPG,windows
813030,Reverie - A Heroes Tale,2018-03-21,RPG,windows
813110,Paralines The Last paladin,2018-06-06,Adventure;Indie;RPG;Simulation;Strategy,windows
813150,Elevator Ritual,2018-03-18,Action;Adventure;Indie;RPG,windows
813170,Don't Pray To Satan,2018-04-19,Violent;Adventure;Casual;Indie;Strategy;Early Access,windows;mac
813240,Grim Town: Battle Tales,2018-03-21,Action;Casual,windows;mac
813250,Unicorn Dungeon,2018-05-24,Adventure;Indie,windows;linux
813260,Vector Born,2018-04-07,Action;Indie,windows
813280,Sky Hawk,2018-03-28,Action,windows;mac
813290,This Child Of Mine,2018-03-12,Adventure;Indie,windows
813300,CODE CRACKER 代码破译者,2019-03-25,Adventure;Casual;Indie;RPG;Simulation,windows;mac;linux
813310,Outsider Strategist～異世界で軍師になる～,2018-03-29,Sexual Content;Gore;RPG;Simulation;Strategy,windows
813360,Space Duty,2018-03-21,Adventure;RPG,windows
813370,การิน ปริศนาคดีอาถรรพ์ the game : ตอนพิธีเปลี่ยนชีพ,2018-06-13,Adventure,windows;mac
813440,DrillsVR,2018-06-28,Action;Free to Play;Indie;Simulation;Sports,windows
813450,Barbearian,2018-08-14,Action;Indie,windows
813530,FPV Freerider Recharged,2018-03-17,Simulation,windows;mac
813540,Scheming Through The Zombie Apocalypse: The Beginning,2018-06-08,Adventure,windows;mac
813580,Stickman Backflip Killer zone,2018-03-19,Action;Casual;Indie;Simulation,windows
813590,Solas and the White Winter,2018-04-13,Adventure;Indie,windows
813630,Supraland,2019-04-05,Action;Adventure;Indie,windows
813650,Runefall,2018-06-06,Casual;Indie,windows
813700,Sakura Sadist,2018-05-25,Simulation,windows;mac;linux
813730,Fleet Star V,2018-10-22,Action;Adventure;Indie;Strategy,windows
813820,Realm Royale,2018-06-05,Action;Free to Play;Early Access,windows
813920,oldTail,2018-05-03,Action;Indie,windows
813930,Revoke,2018-07-25,Action;Adventure;Indie;Early Access,windows
813970,Urban - Episode 1,2018-06-28,Action;Adventure;Casual;Indie;RPG,windows
814010,Ball Driver,2018-03-30,Action;Casual;Indie;Racing;Sports,windows
814020,Quickshot,2018-03-12,Action;Casual;Indie;Sports,windows
814030,Queen's Quest 4: Sacred Truce,2018-04-26,Adventure;Casual,windows;mac;linux
814140,Nuclear 2050,2018-04-11,Action;Adventure;Indie;Early Access,windows
814190,Digital Runner,2018-03-26,Casual;Indie,windows
814200,Simple Story - Alex,2018-03-22,Adventure,windows
814210,搜索·迷城掠影/The phantom of the city,2018-12-04,Adventure;Casual;Indie;Simulation,windows
814300,Pigeons Attack,2019-02-21,Action;Casual;Indie,windows
814310,ABYSS,2018-10-07,Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access,windows
814340,Ghoststory,2018-06-21,Adventure;Casual;Indie,windows
814380,Sekiro™: Shadows Die Twice,2019-03-21,Action;Adventure,windows
814420,TetraLogical,2019-03-04,Casual;Indie;Strategy;Early Access,windows
814480,Mini World: Block Art,2018-04-27,0,"Miniwan Technology Co.
814510,1248,2019-03-06,Casual;Indie,windows;mac
814540,Changed,2018-04-04,Adventure;Indie;RPG,windows
814570,The Great Escape,2018-04-13,Action;Adventure;Simulation;Strategy,windows
814580,Where Time Stood Still,2018-04-13,Action;Adventure;Simulation;Strategy,windows
814590,Caveman Stories,2018-11-23,Action;Adventure;Casual;Indie;Strategy,windows
814600,Tunnel B1,2018-04-13,Action;Racing;Simulation,windows
814610,Last Rites,2018-04-13,Violent;Gore;Action,windows
814620,Central Intelligence,2018-04-13,Action;Simulation;Strategy,windows
814630,ELF,2018-04-13,Action;Adventure,windows
814640,Sleepwalker,2018-04-13,Adventure;Strategy,windows
814650,Pushover,2018-04-13,Adventure;Strategy,windows
814660,The Unintended Consequences of Curiosity,2019-03-22,Action;Adventure;Casual;RPG,windows
814700,Larkin building by Frank Lloyd Wright,2018-05-26,Casual;Free to Play;Simulation,windows
814710,The Rhys510 Flash Back,2018-03-26,Action;Adventure;Casual;Indie,windows
814770,Duder,2018-03-13,Adventure;Indie,windows
814870,Monads,2019-02-15,Indie;RPG;Strategy,windows
814890,BoxEngine,2018-03-18,Action;Casual;Indie,windows
814900,三国虎将传VR-Sanguo Warriors VR,2018-09-26,Action;Adventure;RPG,windows
814920,Sol705,2018-03-16,Adventure;Casual;Free to Play;Indie,windows;mac
814960,Blackbox,2018-03-24,Free to Play;Simulation,windows
814990,Super X Chess,2018-10-24,Indie;Strategy,windows;mac;linux
815000,Tardy,2018-03-08,Adventure;Indie,windows;mac;linux
815010,Relaxicon,2018-03-19,Casual;Indie,windows;mac;linux
815030,SKULL FEAST,2018-09-13,Action;Indie;Massively Multiplayer,windows
815070,The Adventurous Four,2018-03-22,Adventure;Casual;Indie,windows;mac;linux
815080,Hot Mars 69,2018-03-12,Violent;Gore;Action;Adventure;Indie,windows
815150,Knight Bewitched,2018-04-18,Casual;Indie;RPG,windows
815170,Zombie World,2018-06-01,Action;Adventure;Indie;RPG,windows
815210,Tiny-Tasy Town,2018-10-15,Adventure;Casual;Indie;RPG;Simulation;Early Access,windows;mac
815240,Forest Harvester Simulator,2018-03-19,Simulation,windows;mac
815250,Magic League,2018-04-30,Action;Indie,windows;mac
815260,Lords of Kingdoms,2018-06-15,Free to Play;Indie;Massively Multiplayer;RPG;Strategy,windows
815280,Crooked Waters,2018-07-13,Action;Indie;Strategy;Early Access,windows
815290,Guards of the Gate,2019-01-30,Indie;RPG;Strategy,windows
815320,Catify VR,2018-06-28,Adventure;Simulation,windows
815360,Stick War: Castle Defence,2018-03-16,Action;Indie;RPG,windows
815370,Green Hell,2018-08-29,Indie;Simulation;Early Access,windows
815390,Psi Cards,2018-03-19,Casual;Indie,windows
815420,Bomb Hunter MT,2018-04-03,Action;Adventure;Casual;Indie;RPG;Sports,windows
815440,Time Transit VR,2019-02-26,Action;Adventure,windows
815450,Cardinal Cross,2018-07-09,Casual;Indie,windows;mac;linux
815480,Ratergy,2018-03-30,Action;Casual;Indie,windows
815540,Awakening: The Skyward Castle Collector's Edition,2018-03-09,Adventure;Casual,windows
815550,Surface: Alone in the Mist Collector's Edition,2018-03-07,Adventure;Casual,windows
815560,Dead Reckoning: The Crescent Case Collector's Edition,2018-03-12,Adventure;Casual,windows
815570,Witches' Legacy: Hunter and the Hunted Collector's Edition,2018-03-28,Adventure;Casual,windows
815580,Dark Parables: Return of the Salt Princess Collector's Edition,2018-03-16,Adventure;Casual,windows
815620,Cyber Escape,2018-03-29,Action;Indie;Racing,windows
815630,Majula Frontier,2018-09-19,Indie;RPG;Strategy,windows
815660,Lucie,2018-03-20,Violent;Indie;RPG,windows;mac
815730,Swingy Sword,2018-03-26,Action;Casual;Indie,windows;mac
815780,PIPE by BMX Streets,2018-03-15,Indie;Simulation;Sports,windows;mac
815800,Infecto,2018-04-13,Violent;Gore;Action;Adventure;Indie;Simulation,windows
815830,Space Escape!,2018-03-26,Action;Casual;Indie;Simulation,windows
815840,Sword Mans,2018-03-30,Action;Adventure;Casual;Indie,windows;mac;linux
815860,Reframed,2018-04-27,Action;Indie,windows
815950,Chocolate makes you happy 4,2018-03-14,Casual;Indie,windows
816020,JUMP FORCE,2019-02-14,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,BANDAI NAMCO Entertainment
816030,Alice Must Find The Key To Escape (Hidden Objects),2018-03-26,Adventure;Indie;Strategy,windows;mac
816060,Kingdom Clicker,2018-03-30,Casual;Indie,windows
816080,Ultimate Select Hero / 究极勇者的选择传说,2018-05-02,Adventure;Free to Play;Indie;RPG,windows
816090,Space Hulk: Deathwing - Enhanced Edition,2018-05-22,Action;Adventure,windows
816120,First Winter,2018-05-08,Violent;Gore;Indie,windows;mac
816150,Hardway Party,2018-10-05,Action;Casual;Indie;Racing;Sports,windows;mac
816160,Score a goal 2 (Physical football),2018-03-16,Casual;Indie;Sports,windows;mac;linux
816170,Spectrubes Infinity,2018-04-20,Adventure;Indie,windows;mac;linux
816180,Zhmyshenko Valery Albertovich,2018-04-26,Adventure;Casual;Indie,windows
816190,Draw It!,2018-04-28,Casual;Indie,windows
816200,Planet Assault,2018-03-23,0,"Diggidy.net
816210,The Balcony,2018-03-26,Action;Casual;Indie;Simulation;Strategy,windows;linux
816220,Analistica Academy,2018-04-06,Sexual Content;Nudity;Casual,windows;mac;linux
816240,Build Wars,2018-04-20,Adventure;Casual;Indie,windows
816250,JQ: dogs & cats,2018-03-20,Casual;Indie,windows
816260,Store Simulator 2018,2018-03-30,Action;Adventure;Casual;Indie;Racing;Simulation,windows
816270,Sounds of Verity,2018-03-27,Sexual Content;Casual;Indie,windows;mac;linux
816280,Amora,2018-06-08,Casual;Indie,windows;mac
816330,The Council of Hanwell,2018-03-14,Action;Adventure;Indie,windows
816340,Kingdom Rush Origins,2018-10-17,Indie;Strategy,windows;mac;linux
816350,The Flood,2018-03-30,Adventure;Casual;Free to Play;Indie,windows;mac;linux
816380,Crazzers,2018-03-18,Simulation,windows
816400,Questlike,2018-03-29,Action;Adventure;Indie;RPG,windows
816410,Go Go Poncho!,2018-03-26,Action;Casual;Indie,windows;mac
816490,Hidden Paws,2018-03-22,Casual;Indie,windows;mac
816500,Micro Pico Racers,2018-04-19,Casual;Indie;Racing;Sports,windows;mac
816550,Gallows,2018-07-11,Action;Adventure;Casual;Indie;Early Access,windows
816580,LOVE Obsession,2018-05-06,Sexual Content;Nudity;Casual;Indie;Simulation,windows
816590,FinalFire,2018-05-09,Massively Multiplayer;Racing;Strategy,windows
816610,HandyCopter,2018-03-16,Simulation,windows;mac
816630,Monkey King: Master of the Clouds | 中華大仙,2018-09-14,Action,windows
816650,Armor Contest,2018-05-22,Indie;Simulation,windows
816660,High Speed Trains,2018-03-27,Simulation,windows;mac
816670,Slayer Of Traitors,2018-05-13,Action;Indie,windows
816710,Gray Cat,2018-05-08,Adventure;Indie,windows
816720,Bugs Must Die,2019-04-05,Action;Adventure;Indie,windows
816730,HeadON!,2018-03-30,Action;Casual;Indie;Sports;Early Access,windows
816740,Segment,2018-04-25,Action;Adventure;Indie,windows
816750,Travildorn,2018-03-25,Action;Adventure;Indie,windows
816760,Stickman: Fidget Spinner Rush,2018-04-06,Action;Casual;Indie,windows
816770,The Four Colour Theorem,2018-03-26,Casual;Indie,windows;mac;linux
816810,Unlight:SchizoChronicle,2018-05-21,Casual;Free to Play,windows
816830,Varius,2018-06-01,Casual;Indie,windows
816840,Night of the Shrub Part 1,2018-04-03,Casual,windows
816870,Kill 'Em All,2018-05-31,Action;Indie,windows
816890,Perspecto,2018-06-06,Casual;Indie,windows;mac
816920,Coastiality,2018-05-14,Action;Simulation,windows
816930,Production Sound / 产声,2018-03-20,Action;Adventure;Indie,windows
816990,Dead Dust,2018-03-21,Single-player;Steam Achievements;Full controller support,HugePixel
817110,Bitcoin VS Brain,2018-03-15,Casual;Indie,windows
817120,HAMMY,2018-03-20,Action;Casual;Indie,windows
817130,WWE 2K19,2018-10-08,Single-player;Multi-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,2K
817150,Factory pirates,2018-08-24,Gore;Action;Casual;Indie;Strategy,windows
817160,Scary defense,2018-04-24,Action;Casual;Indie;Strategy,windows
817190,Next 3,2018-04-03,Casual;Indie,windows
817200,Nautical Life,2018-04-06,Indie;RPG;Simulation,windows
817220,The Forestale,2019-04-11,Action;Adventure;Indie,windows
817230,Acid Spy,2018-06-08,Action;Indie,windows
817250,Kill Him! Online Wars,2018-06-08,Action;Casual;Indie,windows
817360,The Outer Rim: Survivor,2018-04-03,Action;Free to Play;Indie;Early Access,windows
817370,Marching Simulator,2018-07-29,Free to Play;Simulation;Early Access,windows
817390,Age of Giants,2018-04-16,Strategy,windows
817410,SushiParty,2018-04-25,Action;Casual;Indie,windows
817440,AngelShooter,2018-05-04,Action;Indie,windows;mac
817460,Sea Dogs: Caribbean Tales,2018-03-15,Action;RPG,windows
817470,ToaZZle,2018-03-20,Adventure;Casual;Indie;Sports;Strategy,windows;mac
817490,Viki Spotter: Around The World,2018-03-16,Casual;Indie,windows;mac;linux
817510,Golfing Over It with Alva Majo,2018-03-28,Action;Indie,windows;mac;linux
817530,Mercury Race,2018-11-30,Indie;Racing,windows
817580,PHEER,2018-03-24,Adventure;Casual;Indie,windows
817620,Gingerbread Story,2018-03-22,Casual,windows
817630,Island Tribe 3,2018-03-22,Adventure;Casual,windows
817640,Adelantado 4 Aztec Skulls,2018-03-22,Adventure;Casual;Simulation,windows
817650,Bunny Hop,2018-03-21,Action;Adventure;Indie,windows;mac
817660,Soul Smith of the Kingdom,2018-05-03,Casual;Indie;RPG;Simulation;Strategy,windows
817680,Real Drift,2018-08-31,Casual;Indie;Racing;Simulation,windows
817710,vridniX,2018-08-16,Action;Adventure;Indie,windows
817720,Cricket Captain 2018,2018-07-13,Sports;Strategy,windows
817760,The Castle Disaster,2018-04-01,Adventure;Casual;Simulation;Strategy,windows
817770,30 Seconds To Jail,2018-05-04,Casual;Indie,windows;mac
817820,"The ""Quiet,Please!"" Collection",windows,LLC"
817860,Perceptions of the Dead 2,2018-06-14,Adventure;Indie,windows;mac;linux
817950,Naturallandscape - Three Gorges (自然景观系列-长江三峡),2018-03-16,Action;Adventure;Casual;Free to Play;Indie;Racing;RPG;Simulation;Sports,windows
818030,Alicia Quatermain 3: The Mystery of the Flaming Gold,2018-12-19,Adventure;Strategy,windows;mac
818050,Wormster Dash,2018-10-01,Adventure;Indie,windows;mac
818060,Super Saurio Fly: Jurassic Edition,2018-04-12,Adventure;Casual;Indie,windows
818070,Draoi,2018-09-27,RPG;Early Access,windows
818080,Crazy Road,2018-03-21,Action;Indie;Racing;Simulation;Sports,windows;mac
818140,Stay Safe,2018-05-22,Action;Racing,windows
818150,Retro Hacker,2018-08-13,Simulation,windows
818210,Indie Pogo,2018-07-10,Action;Indie,windows
818220,Fatal Stormer,2018-04-04,Action;Casual;Indie,windows
818290,Tiny Mage,2018-03-20,Adventure;Casual;Indie;Simulation,windows
818320,LEGO® The Incredibles,2018-06-15,Action;Adventure,windows;mac
818350,TENKYU,2018-03-28,Action;Casual;Indie;Early Access,windows;mac
818380,Seasonal Soccer,2018-03-20,Action;Casual;Indie;Sports;Early Access,windows
818400,STARWAY VR,2018-12-19,Adventure;Indie;Simulation;Early Access,windows
818410,Space Hole 2018,2019-01-23,Adventure;Indie,windows
818430,BurningBridges VR,2018-04-26,Adventure;Casual;Indie,windows
818440,Forgotten Places: Lost Circus,2018-03-22,Adventure;Casual;Indie,windows;mac
818480,Eternal Man: Mountain,2018-04-06,Action;Adventure;Casual;Indie,windows
818500,Colorzzle,2018-08-10,Casual;Indie,windows
818530,8 Ball,2018-03-25,Adventure;Indie,windows
818570,Zombie Desperation,2018-03-22,Violent;Gore;Action;Casual;Indie,windows;mac;linux
818590,Nano Nebula,2018-11-02,Action;Adventure;Casual;Indie,windows
818610,The Great Gaias,2018-06-22,0,"Horizon's End
818620,Music Boy 3D,2018-03-29,Action;Indie;Early Access,windows;mac;linux
818640,Alien Invasion 3d,2018-03-21,Action;Indie,windows
818650,Evil Cogs,2018-03-28,Action;Adventure;Indie,windows
818670,Save Snegurochka!,2018-04-26,Action;Adventure;Indie,windows
818730,Tower climber,2018-03-22,Adventure;Casual;Indie,windows
818760,Woodways,2018-04-02,Casual;Indie,windows;mac
818780,Scrunk,2018-07-12,Action;Indie,windows;mac;linux
818790,Stunt Hill,2018-03-25,Indie;Racing;Simulation;Sports,windows
818800,Merrily Perilly,2018-09-27,Adventure,windows;mac
818830,Asteroid Deflector XL,2018-03-23,Action;Casual;Indie,windows;mac;linux
818860,Beyond the Sky,2018-11-14,Adventure,windows;mac
818890,Box Maze Extreme,2018-07-05,Action;Adventure;Casual;Indie;Strategy,windows
818940,Oakwood Academy of Spells and Sorcery,2018-03-26,Sexual Content;Nudity;Casual;Indie,windows;mac;linux
818950,Space Slingshot VR,2018-04-03,Casual;Indie;Strategy,windows
818960,TAYAL,2018-10-09,Action;Indie,windows
818990,Hotel Spring,2018-04-13,Adventure;Indie,windows
819020,Zanki Zero: Last Beginning,2019-04-09,0,"Spike Chunsoft Co.
819060,Red Rover,2018-06-18,Simulation,windows
819070,The Unknown City (Horror Begins Now.....Episode 1),2018-07-06,Violent;Gore;Action,windows
819080,Moto Racing 3D,2018-04-03,Action;Racing,windows;mac
819160,Aliens Are Rude!,2018-10-10,Action;Indie;Strategy,windows
819210,The President,2018-05-07,Indie;Simulation;Strategy,windows;mac
819220,Yuso,2018-07-05,Casual;Indie;Strategy,windows
819230,Gothicc Breaker,2018-03-28,Sexual Content;Nudity;Casual;Indie,windows
819280,ZAMB! Endless Extermination,2019-01-16,Action;Indie,windows
819330,Quaddro 2,2018-03-29,Casual;Indie,windows;mac;linux
819400,When Wardens Fall,2018-08-24,Action;Adventure;Indie;RPG;Early Access,windows
